10000
(98, 9)
(98, 27)
(6, 61)
(97, 84)
(49, 68)
(68, 67)
(15, 72)
(45, 100)
(20, 94)
(45, 24)
(29, 28)
(43, 13)
(96, 36)
(16, 98)
(49, 24)
(1, 8)
(92, 98)
(27, 64)
(36, 71)
(46, 28)
(28, 48)
(92, 12)
(84, 3)
(78, 98)
(65, 100)
(40, 95)
(13, 86)
(93, 68)
(62, 83)
(43, 72)
(49, 42)
(54, 62)
(58, 12)
(29, 77)
(93, 53)
(99, 23)
(24, 93)
(22, 97)
(82, 5)
(31, 85)
(56, 57)
(62, 27)
(86, 16)
(49, 52)
(86, 23)
(62, 28)
(100, 89)
(18, 75)
(16, 83)
(6, 93)
(69, 42)
(76, 76)
(62, 42)
(43, 16)
(97, 52)
(16, 96)
(57, 96)
(31, 50)
(46, 56)
(39, 14)
(32, 83)
(15, 0)
(74, 35)
(66, 14)
(76, 53)
(46, 81)
(10, 88)
(22, 60)
(85, 40)
(75, 56)
(74, 90)
(73, 2)
(46, 51)
(85, 37)
(75, 3)
(34, 21)
(4, 4)
(60, 61)
(17, 79)
(71, 30)
(85, 32)
(70, 95)
(49, 0)
(76, 0)
(44, 4)
(26, 97)
(73, 39)
(42, 73)
(0, 47)
(12, 37)
(38, 37)
(32, 69)
(21, 5)
(12, 98)
(84, 30)
(88, 18)
(9, 15)
(7, 11)
(79, 13)
(66, 61)
(60, 78)
(26, 45)
(32, 48)
(93, 13)
(60, 49)
(0, 74)
(15, 24)
(7, 43)
(41, 19)
(1, 45)
(12, 27)
(36, 24)
(19, 37)
(78, 42)
(32, 90)
(59, 64)
(85, 68)
(98, 81)
(48, 4)
(69, 68)
(6, 73)
(53, 20)
(77, 43)
(19, 11)
(20, 15)
(15, 25)
(80, 55)
(3, 84)
(39, 70)
(2, 41)
(27, 95)
(17, 0)
(87, 81)
(51, 47)
(92, 19)
(88, 90)
(93, 7)
(11, 8)
(66, 77)
(95, 64)
(90, 69)
(4, 76)
(72, 0)
(35, 20)
(68, 33)
(78, 79)
(58, 81)
(94, 82)
(89, 89)
(2, 87)
(7, 36)
(96, 80)
(19, 8)
(28, 92)
(9, 32)
(93, 44)
(94, 44)
(80, 60)
(4, 51)
(26, 32)
(39, 3)
(1, 46)
(21, 11)
(69, 16)
(55, 44)
(11, 84)
(66, 95)
(28, 30)
(2, 82)
(6, 81)
(15, 35)
(77, 79)
(57, 70)
(53, 92)
(10, 30)
(8, 1)
(16, 55)
(32, 14)
(54, 97)
(34, 17)
(14, 46)
(50, 64)
(10, 1)
(39, 30)
(82, 6)
(32, 31)
(18, 74)
(91, 2)
(32, 25)
(26, 76)
(56, 38)
(25, 68)
(7, 6)
(87, 15)
(52, 27)
(17, 3)
(96, 39)
(88, 17)
(25, 40)
(34, 1)
(0, 18)
(69, 55)
(73, 90)
(84, 34)
(93, 72)
(25, 33)
(11, 20)
(21, 33)
(41, 49)
(72, 50)
(17, 96)
(28, 56)
(94, 77)
(81, 11)
(66, 70)
(42, 6)
(2, 74)
(82, 31)
(11, 85)
(65, 12)
(23, 9)
(14, 69)
(34, 6)
(14, 42)
(71, 8)
(45, 31)
(16, 17)
(3, 39)
(33, 27)
(21, 76)
(21, 92)
(34, 41)
(29, 8)
(64, 15)
(99, 92)
(14, 81)
(35, 34)
(73, 20)
(72, 29)
(33, 77)
(97, 60)
(50, 42)
(38, 99)
(78, 12)
(9, 59)
(14, 12)
(4, 73)
(47, 83)
(22, 34)
(16, 85)
(67, 22)
(35, 21)
(91, 28)
(96, 64)
(41, 90)
(44, 82)
(65, 18)
(39, 35)
(73, 38)
(53, 4)
(22, 80)
(37, 59)
(57, 81)
(67, 37)
(14, 33)
(34, 25)
(11, 100)
(39, 38)
(58, 22)
(65, 97)
(0, 13)
(4, 29)
(50, 49)
(100, 33)
(74, 79)
(67, 75)
(35, 36)
(6, 6)
(62, 21)
(81, 49)
(56, 90)
(90, 12)
(36, 40)
(96, 18)
(11, 57)
(36, 28)
(27, 55)
(57, 68)
(91, 96)
(76, 99)
(98, 14)
(5, 85)
(59, 28)
(47, 48)
(79, 77)
(85, 73)
(54, 32)
(6, 52)
(100, 8)
(83, 87)
(74, 27)
(92, 24)
(88, 63)
(21, 81)
(66, 58)
(58, 52)
(61, 99)
(39, 81)
(65, 73)
(78, 21)
(21, 17)
(93, 78)
(16, 22)
(76, 46)
(56, 94)
(34, 43)
(3, 76)
(28, 22)
(99, 63)
(40, 64)
(3, 72)
(90, 1)
(70, 58)
(36, 72)
(35, 4)
(12, 56)
(39, 83)
(72, 93)
(50, 2)
(48, 29)
(39, 26)
(75, 79)
(37, 100)
(11, 35)
(86, 93)
(15, 55)
(83, 29)
(66, 19)
(53, 83)
(42, 40)
(31, 47)
(19, 88)
(68, 37)
(59, 33)
(16, 60)
(59, 29)
(7, 83)
(34, 63)
(74, 73)
(88, 58)
(57, 46)
(94, 75)
(18, 4)
(12, 2)
(51, 53)
(50, 54)
(24, 72)
(35, 60)
(44, 70)
(20, 36)
(76, 31)
(19, 87)
(100, 85)
(20, 5)
(26, 27)
(31, 45)
(72, 89)
(35, 93)
(41, 32)
(63, 10)
(9, 8)
(5, 7)
(5, 72)
(6, 92)
(67, 78)
(47, 95)
(11, 51)
(17, 95)
(94, 2)
(94, 10)
(62, 51)
(80, 82)
(54, 86)
(74, 47)
(78, 86)
(76, 34)
(22, 43)
(74, 55)
(10, 83)
(81, 39)
(79, 55)
(78, 64)
(64, 18)
(89, 25)
(24, 90)
(36, 64)
(85, 12)
(58, 9)
(91, 74)
(97, 24)
(20, 4)
(98, 51)
(13, 30)
(26, 95)
(32, 7)
(66, 27)
(47, 75)
(15, 54)
(1, 81)
(26, 96)
(75, 4)
(44, 57)
(58, 62)
(76, 30)
(92, 72)
(52, 59)
(86, 88)
(34, 2)
(77, 2)
(56, 93)
(26, 93)
(73, 88)
(89, 45)
(27, 99)
(10, 49)
(40, 18)
(68, 86)
(11, 34)
(27, 92)
(60, 51)
(93, 18)
(1, 7)
(78, 13)
(51, 48)
(75, 84)
(71, 82)
(97, 36)
(30, 93)
(23, 11)
(18, 87)
(68, 52)
(30, 80)
(73, 10)
(38, 38)
(68, 81)
(33, 32)
(56, 72)
(59, 2)
(56, 75)
(83, 49)
(16, 33)
(58, 96)
(21, 95)
(77, 59)
(16, 43)
(93, 97)
(49, 31)
(0, 90)
(43, 76)
(79, 43)
(56, 13)
(47, 53)
(51, 78)
(59, 67)
(35, 13)
(54, 26)
(55, 36)
(91, 83)
(49, 51)
(62, 68)
(5, 1)
(36, 97)
(29, 64)
(63, 86)
(69, 36)
(35, 82)
(44, 18)
(29, 31)
(96, 97)
(8, 97)
(95, 89)
(46, 55)
(99, 12)
(48, 36)
(60, 5)
(52, 96)
(27, 56)
(68, 60)
(46, 18)
(42, 33)
(71, 75)
(88, 93)
(73, 69)
(6, 37)
(34, 42)
(30, 52)
(64, 81)
(29, 21)
(11, 50)
(77, 30)
(42, 65)
(30, 14)
(20, 80)
(45, 18)
(96, 26)
(27, 11)
(95, 35)
(96, 44)
(36, 61)
(25, 32)
(68, 77)
(37, 72)
(98, 96)
(89, 18)
(55, 19)
(59, 71)
(75, 30)
(100, 65)
(80, 90)
(91, 94)
(7, 68)
(98, 30)
(35, 65)
(5, 80)
(44, 16)
(85, 24)
(23, 52)
(64, 17)
(28, 72)
(4, 71)
(90, 4)
(32, 20)
(27, 27)
(94, 68)
(27, 9)
(40, 48)
(13, 54)
(37, 83)
(44, 55)
(79, 52)
(32, 77)
(62, 8)
(31, 52)
(38, 21)
(12, 89)
(69, 97)
(50, 75)
(17, 74)
(94, 16)
(24, 22)
(30, 10)
(37, 62)
(3, 61)
(1, 16)
(85, 28)
(16, 57)
(56, 62)
(44, 81)
(90, 44)
(88, 69)
(12, 51)
(81, 100)
(75, 32)
(55, 1)
(96, 37)
(85, 57)
(85, 98)
(92, 14)
(41, 30)
(49, 63)
(30, 99)
(11, 95)
(68, 61)
(89, 8)
(8, 16)
(95, 63)
(66, 92)
(99, 17)
(24, 57)
(33, 98)
(38, 28)
(72, 57)
(100, 48)
(25, 64)
(0, 25)
(98, 6)
(45, 52)
(77, 32)
(67, 92)
(1, 80)
(57, 7)
(95, 12)
(13, 23)
(93, 41)
(55, 16)
(21, 94)
(79, 3)
(37, 84)
(77, 17)
(80, 91)
(42, 44)
(43, 68)
(2, 80)
(45, 96)
(63, 21)
(85, 4)
(21, 73)
(6, 11)
(74, 12)
(31, 71)
(40, 16)
(60, 99)
(56, 35)
(17, 62)
(92, 99)
(53, 96)
(10, 23)
(8, 79)
(37, 55)
(78, 18)
(11, 9)
(57, 31)
(92, 37)
(56, 60)
(92, 38)
(59, 68)
(95, 76)
(50, 30)
(64, 72)
(76, 24)
(94, 73)
(92, 100)
(94, 80)
(62, 50)
(28, 37)
(56, 31)
(56, 43)
(42, 74)
(69, 50)
(76, 52)
(68, 7)
(94, 21)
(99, 7)
(22, 13)
(10, 93)
(22, 32)
(16, 47)
(97, 51)
(30, 45)
(75, 67)
(46, 13)
(6, 88)
(95, 82)
(68, 99)
(5, 48)
(42, 11)
(74, 18)
(39, 87)
(38, 18)
(9, 43)
(78, 57)
(13, 50)
(0, 86)
(57, 52)
(87, 70)
(3, 27)
(68, 78)
(48, 69)
(69, 46)
(32, 2)
(60, 65)
(29, 97)
(73, 21)
(62, 3)
(80, 18)
(42, 87)
(54, 79)
(43, 3)
(53, 64)
(30, 83)
(86, 48)
(4, 45)
(25, 71)
(42, 14)
(73, 48)
(54, 37)
(72, 3)
(85, 93)
(18, 19)
(11, 47)
(8, 100)
(44, 41)
(54, 61)
(87, 6)
(4, 26)
(9, 13)
(21, 90)
(2, 4)
(66, 71)
(76, 51)
(62, 64)
(78, 40)
(98, 99)
(20, 23)
(72, 25)
(49, 54)
(82, 22)
(99, 25)
(26, 88)
(48, 93)
(22, 76)
(18, 92)
(7, 89)
(31, 28)
(78, 47)
(66, 85)
(80, 98)
(28, 26)
(86, 96)
(13, 77)
(66, 47)
(76, 78)
(90, 55)
(1, 34)
(10, 37)
(83, 99)
(8, 78)
(77, 81)
(99, 39)
(29, 62)
(58, 69)
(37, 91)
(32, 89)
(2, 81)
(39, 85)
(22, 4)
(94, 6)
(73, 25)
(42, 18)
(59, 44)
(81, 91)
(61, 25)
(87, 68)
(63, 28)
(88, 76)
(4, 75)
(41, 64)
(86, 84)
(33, 61)
(96, 12)
(22, 90)
(99, 16)
(77, 92)
(23, 99)
(64, 21)
(89, 96)
(36, 86)
(11, 14)
(3, 93)
(79, 24)
(42, 90)
(27, 72)
(34, 38)
(29, 15)
(81, 48)
(2, 34)
(85, 13)
(5, 3)
(64, 8)
(84, 72)
(57, 22)
(24, 73)
(68, 41)
(27, 93)
(56, 26)
(8, 47)
(7, 15)
(25, 60)
(77, 46)
(94, 27)
(40, 93)
(96, 86)
(58, 93)
(43, 37)
(58, 56)
(66, 59)
(60, 36)
(7, 32)
(32, 78)
(86, 7)
(91, 35)
(53, 94)
(35, 80)
(63, 44)
(100, 46)
(10, 57)
(49, 80)
(68, 57)
(75, 49)
(97, 7)
(74, 80)
(10, 77)
(62, 75)
(71, 88)
(1, 13)
(39, 66)
(1, 57)
(50, 97)
(15, 86)
(15, 79)
(52, 2)
(40, 31)
(12, 18)
(30, 51)
(13, 65)
(6, 45)
(55, 37)
(49, 15)
(84, 6)
(15, 45)
(75, 82)
(29, 98)
(29, 45)
(83, 15)
(90, 83)
(15, 70)
(10, 92)
(46, 24)
(9, 30)
(23, 48)
(36, 42)
(47, 97)
(44, 21)
(46, 45)
(50, 94)
(91, 14)
(41, 29)
(87, 74)
(12, 83)
(84, 21)
(55, 78)
(31, 3)
(62, 99)
(33, 100)
(11, 21)
(22, 35)
(85, 79)
(52, 33)
(48, 57)
(37, 36)
(51, 59)
(28, 64)
(26, 66)
(14, 77)
(57, 85)
(78, 3)
(16, 68)
(30, 7)
(88, 57)
(14, 41)
(85, 15)
(68, 85)
(94, 57)
(70, 92)
(89, 99)
(91, 32)
(39, 55)
(79, 2)
(44, 92)
(36, 48)
(6, 2)
(48, 49)
(29, 67)
(28, 11)
(87, 58)
(6, 67)
(52, 99)
(5, 86)
(16, 2)
(15, 30)
(45, 45)
(81, 1)
(90, 2)
(65, 43)
(75, 55)
(36, 11)
(77, 38)
(19, 75)
(94, 94)
(92, 55)
(50, 0)
(16, 72)
(20, 75)
(13, 72)
(60, 67)
(81, 4)
(36, 70)
(9, 89)
(2, 55)
(62, 94)
(56, 39)
(34, 71)
(19, 7)
(92, 89)
(62, 25)
(71, 36)
(53, 13)
(26, 58)
(57, 10)
(70, 88)
(21, 54)
(80, 22)
(72, 35)
(1, 58)
(58, 42)
(16, 80)
(15, 33)
(41, 70)
(18, 30)
(21, 48)
(94, 31)
(25, 25)
(75, 54)
(24, 58)
(9, 16)
(63, 0)
(93, 12)
(24, 95)
(17, 6)
(51, 5)
(79, 87)
(65, 72)
(79, 75)
(8, 51)
(94, 40)
(21, 66)
(69, 21)
(7, 44)
(30, 54)
(67, 42)
(80, 46)
(82, 94)
(88, 0)
(96, 56)
(0, 46)
(53, 89)
(63, 84)
(97, 46)
(88, 82)
(98, 48)
(100, 31)
(80, 96)
(59, 1)
(14, 40)
(35, 32)
(58, 66)
(28, 65)
(39, 27)
(25, 49)
(37, 13)
(22, 72)
(95, 10)
(76, 10)
(41, 24)
(93, 24)
(71, 20)
(29, 78)
(93, 70)
(29, 3)
(18, 55)
(29, 96)
(19, 77)
(4, 28)
(80, 70)
(5, 82)
(35, 45)
(74, 65)
(38, 39)
(56, 1)
(7, 90)
(37, 17)
(61, 61)
(42, 55)
(28, 5)
(15, 40)
(0, 9)
(54, 15)
(93, 43)
(31, 76)
(63, 22)
(6, 78)
(61, 87)
(20, 97)
(46, 8)
(3, 80)
(39, 19)
(35, 30)
(56, 45)
(34, 3)
(56, 70)
(11, 52)
(10, 10)
(67, 26)
(25, 69)
(71, 70)
(1, 24)
(44, 84)
(45, 32)
(52, 35)
(73, 61)
(29, 85)
(30, 22)
(17, 69)
(73, 26)
(87, 38)
(99, 31)
(46, 58)
(43, 17)
(14, 6)
(32, 55)
(34, 69)
(69, 52)
(8, 68)
(20, 22)
(65, 98)
(47, 14)
(62, 45)
(32, 13)
(1, 36)
(53, 76)
(41, 13)
(80, 34)
(19, 57)
(97, 82)
(86, 8)
(43, 15)
(64, 64)
(79, 70)
(15, 83)
(0, 22)
(36, 0)
(54, 53)
(45, 39)
(37, 95)
(78, 100)
(85, 75)
(49, 29)
(89, 49)
(24, 43)
(84, 76)
(6, 89)
(75, 19)
(55, 18)
(33, 49)
(56, 10)
(92, 49)
(50, 81)
(92, 45)
(32, 51)
(31, 54)
(9, 38)
(20, 64)
(1, 71)
(23, 75)
(33, 76)
(35, 47)
(52, 98)
(2, 2)
(63, 6)
(49, 70)
(89, 12)
(9, 61)
(70, 30)
(41, 56)
(99, 36)
(50, 74)
(13, 40)
(76, 40)
